Date,Weighted_squats,Pullups,Pushups,Plank,Lunges,Crunches,Hold,Curls
2023-04-02,24,43,12,60,27,31,60,252023-04-03,30,34+29=63,20,40,25,10,0,15+20=35
2023-04-06,30,60,22,60,32,30,60,40
